reclat,reclon,
42.92595, -78.88210,
42.92594, -78.88214,
42.92594, -78.88217,
42.92594, -78.88221,
42.92593, -78.88225,
42.92592, -78.88228,
42.92592, -78.88231,
42.92591, -78.88234,
42.92593, -78.88234,
42.92595, -78.88232,
42.92596, -78.88228,
42.92597, -78.88224,
42.92596, -78.88222,
42.92594, -78.88222,
42.92592, -78.88224,
42.92591, -78.88228,
42.92591, -78.88233,
42.92592, -78.88237,
42.92591, -78.88241,
42.92591, -78.88245,
42.92591, -78.88250,
42.92591, -78.88254,
42.92592, -78.88257,
42.92592, -78.88261,
42.92591, -78.88265,
42.92593, -78.88268,
42.92595, -78.88270,
42.92596, -78.88274,
42.92596, -78.88278,
42.92596, -78.88282,
42.92595, -78.88286,
42.92595, -78.88289,
42.92596, -78.88293,
42.92596, -78.88297,
42.92595, -78.88301,
42.92595, -78.88305,
42.92594, -78.88308,
42.92594, -78.88312,
42.92594, -78.88317,
42.92593, -78.88319,
42.92593, -78.88324,
42.92593, -78.88327,
42.92593, -78.88330,
42.92593, -78.88333,
42.92594, -78.88336,
42.92595, -78.88338,
42.92596, -78.88341,
42.92599, -78.88342,
42.92601, -78.88343,
42.92603, -78.88343,
42.92606, -78.88343,
42.92609, -78.88343,
42.92612, -78.88343,
42.92616, -78.88343,
42.92619, -78.88343,
42.92622, -78.88343,
42.92624, -78.88343,
42.92627, -78.88343,
42.92630, -78.88343,
42.92633, -78.88342,
42.92635, -78.88342,
42.92637, -78.88342,
42.92640, -78.88342,
42.92643, -78.88343,
42.92645, -78.88342,
42.92648, -78.88342,
42.92651, -78.88342,
42.92654, -78.88342,
42.92657, -78.88343,
42.92659, -78.88343,
42.92662, -78.88343,
42.92665, -78.88344,
42.92667, -78.88345,
42.92670, -78.88346,
42.92672, -78.88347,
42.92675, -78.88348,
42.92677, -78.88349,
42.92678, -78.88351,
42.92680, -78.88353,
42.92681, -78.88355,
42.92684, -78.88356,
42.92686, -78.88357,
42.92688, -78.88358,
42.92690, -78.88357,
42.92693, -78.88355,
42.92695, -78.88353,
42.92698, -78.88353,
42.92701, -78.88354,
42.92703, -78.88353,
42.92706, -78.88352,
42.92708, -78.88351,
42.92711, -78.88350,
42.92713, -78.88350,
42.92716, -78.88351,
42.92719, -78.88352,
42.92721, -78.88353,
42.92724, -78.88354,
42.92726, -78.88355,
42.92728, -78.88355,
42.92730, -78.88356,
42.92732, -78.88357,
